date,picked_symbol,has_data
2024-08-14,NQU4,1
2024-08-15,NQU4,1
2024-08-16,NQU4,1
2024-08-18,NQU4,1
2024-08-19,NQU4,1
2024-08-20,NQU4,1
2024-08-21,NQU4,1
2024-08-22,NQU4,1
