Numéro d'ordre;Instrument;Compte;Stratégie;Pos. marché.;Qté;Prix d’entrée;Prix de sortie;Heure d’entrée;Heure de sortie;Nom d’entrée;Nom de la sortie;Profit;Bénéfice net cumulé;Commission;MAE;MFE;ETD;Barres;
274;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3109,3;3101,5;08/04/2025 15:51:07;08/04/2025 18:01:14;Short_TP1;Profit target;76,48 $;7777,52 $;1,52 $;50,00 $;78,00 $;1,52 $;4;
275;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3109,3;3085,9;08/04/2025 15:51:07;08/04/2025 18:45:05;Short_TP2;Profit target;232,48 $;8010,00 $;1,52 $;50,00 $;234,00 $;1,52 $;7;
276;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3109,3;3083,4;08/04/2025 15:51:07;08/04/2025 22:59:59;Short_TP3;Exit on session close;257,48 $;8267,48 $;1,52 $;50,00 $;350,00 $;92,52 $;13;
277;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3168,4;3173,9;09/04/2025 15:34:00;09/04/2025 15:35:59;Long_TP1;Profit target;53,48 $;8320,96 $;1,52 $;0,00 $;55,00 $;1,52 $;2;
278;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3168,4;3184,9;09/04/2025 15:34:00;09/04/2025 16:24:37;Long_TP2;Profit target;163,48 $;8484,44 $;1,52 $;0,00 $;165,00 $;1,52 $;4;
279;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3168,4;3162,9;09/04/2025 15:34:00;09/04/2025 19:30:13;Long_TP3;Stop loss;-56,52 $;8427,92 $;1,52 $;55,00 $;300,00 $;356,52 $;21;
280;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3158,4;3165,4;09/04/2025 19:31:59;09/04/2025 19:33:21;Short_TP1;Stop loss;-71,52 $;8356,40 $;1,52 $;70,00 $;50,00 $;121,52 $;3;
281;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3158,4;3165,4;09/04/2025 19:31:59;09/04/2025 19:33:21;Short_TP2;Stop loss;-71,52 $;8284,88 $;1,52 $;70,00 $;50,00 $;121,52 $;3;
282;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3158,4;3165,4;09/04/2025 19:31:59;09/04/2025 19:33:21;Short_TP3;Stop loss;-71,52 $;8213,36 $;1,52 $;70,00 $;50,00 $;121,52 $;3;
283;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3163,4;3162,9;09/04/2025 19:38:21;09/04/2025 19:38:21;Long_TP1;Stop loss;-6,52 $;8206,84 $;1,52 $;5,00 $;0,00 $;6,52 $;1;
284;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3163,4;3162,9;09/04/2025 19:38:21;09/04/2025 19:38:21;Long_TP2;Stop loss;-6,52 $;8200,32 $;1,52 $;5,00 $;0,00 $;6,52 $;1;
285;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3163,4;3162,9;09/04/2025 19:38:21;09/04/2025 19:38:21;Long_TP3;Stop loss;-6,52 $;8193,80 $;1,52 $;5,00 $;0,00 $;6,52 $;1;
286;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3163,4;3165,4;09/04/2025 19:41:30;09/04/2025 19:41:30;Short_TP1;Stop loss;-21,52 $;8172,28 $;1,52 $;20,00 $;0,00 $;21,52 $;1;
287;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3163,4;3165,4;09/04/2025 19:41:30;09/04/2025 19:41:30;Short_TP2;Stop loss;-21,52 $;8150,76 $;1,52 $;20,00 $;0,00 $;21,52 $;1;
288;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3163,4;3165,4;09/04/2025 19:41:30;09/04/2025 19:41:30;Short_TP3;Stop loss;-21,52 $;8129,24 $;1,52 $;20,00 $;0,00 $;21,52 $;1;
289;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3168,4;3173,9;09/04/2025 19:47:00;09/04/2025 19:53:05;Long_TP1;Profit target;53,48 $;8182,72 $;1,52 $;0,00 $;55,00 $;1,52 $;2;
290;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3168,4;3162,9;09/04/2025 19:47:00;09/04/2025 20:07:33;Long_TP2;Stop loss;-56,52 $;8126,20 $;1,52 $;55,00 $;100,00 $;156,52 $;5;
291;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3168,4;3162,9;09/04/2025 19:47:00;09/04/2025 20:07:33;Long_TP3;Stop loss;-56,52 $;8069,68 $;1,52 $;55,00 $;100,00 $;156,52 $;5;
292;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3158,4;3165,4;09/04/2025 20:13:36;09/04/2025 20:29:11;Short_TP1;Stop loss;-71,52 $;7998,16 $;1,52 $;70,00 $;50,00 $;121,52 $;3;
293;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3158,4;3165,4;09/04/2025 20:13:36;09/04/2025 20:29:11;Short_TP2;Stop loss;-71,52 $;7926,64 $;1,52 $;70,00 $;50,00 $;121,52 $;3;
294;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3158,4;3165,4;09/04/2025 20:13:36;09/04/2025 20:29:11;Short_TP3;Stop loss;-71,52 $;7855,12 $;1,52 $;70,00 $;50,00 $;121,52 $;3;
295;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3168,4;3173,9;09/04/2025 20:32:34;09/04/2025 21:05:03;Long_TP1;Profit target;53,48 $;7908,60 $;1,52 $;0,00 $;55,00 $;1,52 $;2;
296;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3168,4;3184,9;09/04/2025 20:32:34;09/04/2025 21:08:48;Long_TP2;Profit target;163,48 $;8072,08 $;1,52 $;0,00 $;165,00 $;1,52 $;4;
297;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3168,4;3198,7;09/04/2025 20:32:34;09/04/2025 21:45:12;Long_TP3;Profit target;301,48 $;8373,56 $;1,52 $;0,00 $;303,00 $;1,52 $;7;
298;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3230,0;3223,9;10/04/2025 15:34:01;10/04/2025 15:58:45;Short_TP1;Profit target;59,48 $;8433,04 $;1,52 $;0,00 $;61,00 $;1,52 $;2;
299;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3230,0;3236,1;10/04/2025 15:34:01;10/04/2025 16:05:06;Short_TP2;Stop loss;-62,52 $;8370,52 $;1,52 $;61,00 $;100,00 $;162,52 $;5;
300;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3230,0;3236,1;10/04/2025 15:34:01;10/04/2025 16:05:06;Short_TP3;Stop loss;-62,52 $;8308,00 $;1,52 $;61,00 $;100,00 $;162,52 $;5;
301;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3240,0;3246,2;10/04/2025 16:08:32;10/04/2025 16:20:41;Long_TP1;Profit target;60,48 $;8368,48 $;1,52 $;0,00 $;62,00 $;1,52 $;2;
302;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3240,0;3258,6;10/04/2025 16:08:32;10/04/2025 17:00:24;Long_TP2;Profit target;184,48 $;8552,96 $;1,52 $;0,00 $;186,00 $;1,52 $;4;
303;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3240,0;3274,1;10/04/2025 16:08:32;10/04/2025 17:30:04;Long_TP3;Profit target;339,48 $;8892,44 $;1,52 $;0,00 $;341,00 $;1,52 $;7;
304;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3329,5;3335,3;11/04/2025 15:55:43;11/04/2025 16:20:19;Short_TP1;Stop loss;-59,52 $;8832,92 $;1,52 $;58,00 $;50,00 $;109,52 $;3;
305;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3329,5;3335,3;11/04/2025 15:55:43;11/04/2025 16:20:19;Short_TP2;Stop loss;-59,52 $;8773,40 $;1,52 $;58,00 $;50,00 $;109,52 $;3;
306;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3329,5;3335,3;11/04/2025 15:55:43;11/04/2025 16:20:19;Short_TP3;Stop loss;-59,52 $;8713,88 $;1,52 $;58,00 $;50,00 $;109,52 $;3;
307;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3334,5;3333,8;11/04/2025 16:25:04;11/04/2025 16:25:04;Long_TP1;Stop loss;-8,52 $;8705,36 $;1,52 $;7,00 $;0,00 $;8,52 $;1;
308;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3334,5;3333,8;11/04/2025 16:25:04;11/04/2025 16:25:04;Long_TP2;Stop loss;-8,52 $;8696,84 $;1,52 $;7,00 $;0,00 $;8,52 $;1;
309;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3334,5;3333,8;11/04/2025 16:25:04;11/04/2025 16:25:04;Long_TP3;Stop loss;-8,52 $;8688,32 $;1,52 $;7,00 $;0,00 $;8,52 $;1;
310;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3334,5;3335,3;11/04/2025 17:10:51;11/04/2025 17:10:51;Short_TP1;Stop loss;-9,52 $;8678,80 $;1,52 $;8,00 $;0,00 $;9,52 $;1;
311;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3334,5;3335,3;11/04/2025 17:10:51;11/04/2025 17:10:51;Short_TP2;Stop loss;-9,52 $;8669,28 $;1,52 $;8,00 $;0,00 $;9,52 $;1;
312;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3334,5;3335,3;11/04/2025 17:10:51;11/04/2025 17:10:51;Short_TP3;Stop loss;-9,52 $;8659,76 $;1,52 $;8,00 $;0,00 $;9,52 $;1;
313;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3339,5;3333,8;11/04/2025 18:03:49;11/04/2025 18:50:02;Long_TP1;Stop loss;-58,52 $;8601,24 $;1,52 $;57,00 $;50,00 $;108,52 $;3;
314;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3339,5;3333,8;11/04/2025 18:03:49;11/04/2025 18:50:02;Long_TP2;Stop loss;-58,52 $;8542,72 $;1,52 $;57,00 $;50,00 $;108,52 $;3;
315;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3339,5;3333,8;11/04/2025 18:03:49;11/04/2025 18:50:02;Long_TP3;Stop loss;-58,52 $;8484,20 $;1,52 $;57,00 $;50,00 $;108,52 $;3;
316;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3329,5;3335,3;11/04/2025 18:53:48;11/04/2025 20:04:17;Short_TP1;Stop loss;-59,52 $;8424,68 $;1,52 $;58,00 $;50,00 $;109,52 $;3;
317;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3329,5;3335,3;11/04/2025 18:53:48;11/04/2025 20:04:17;Short_TP2;Stop loss;-59,52 $;8365,16 $;1,52 $;58,00 $;50,00 $;109,52 $;3;
318;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3329,5;3335,3;11/04/2025 18:53:48;11/04/2025 20:04:17;Short_TP3;Stop loss;-59,52 $;8305,64 $;1,52 $;58,00 $;50,00 $;109,52 $;3;
319;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3340,3;3340,3;11/04/2025 22:59:57;11/04/2025 22:59:57;Long_TP1;Exit on session close;-1,52 $;8304,12 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
320;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3340,3;3340,3;11/04/2025 22:59:57;11/04/2025 22:59:57;Long_TP2;Exit on session close;-1,52 $;8302,60 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
321;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3340,3;3340,3;11/04/2025 22:59:57;11/04/2025 22:59:57;Long_TP3;Exit on session close;-1,52 $;8301,08 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
322;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3307,1;3310,4;14/04/2025 16:46:48;14/04/2025 16:46:48;Long_TP1;Profit target;31,48 $;8332,56 $;1,52 $;0,00 $;33,00 $;1,52 $;1;
323;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3307,1;3317,0;14/04/2025 16:46:48;14/04/2025 16:50:16;Long_TP2;Profit target;97,48 $;8430,04 $;1,52 $;0,00 $;99,00 $;1,52 $;2;
324;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3307,1;3303,8;14/04/2025 16:46:48;14/04/2025 17:39:45;Long_TP3;Stop loss;-34,52 $;8395,52 $;1,52 $;33,00 $;100,00 $;134,52 $;4;
325;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3307,1;3307,1;14/04/2025 19:10:59;14/04/2025 19:10:59;Short_TP1;Stop loss;-1,52 $;8394,00 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
326;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3307,1;3307,1;14/04/2025 19:10:59;14/04/2025 19:10:59;Short_TP2;Stop loss;-1,52 $;8392,48 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
327;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3307,1;3307,1;14/04/2025 19:10:59;14/04/2025 19:10:59;Short_TP3;Stop loss;-1,52 $;8390,96 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
328;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3312,1;3303,8;14/04/2025 19:38:17;14/04/2025 20:38:10;Long_TP1;Stop loss;-84,52 $;8306,44 $;1,52 $;83,00 $;50,00 $;134,52 $;3;
329;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3312,1;3303,8;14/04/2025 19:38:17;14/04/2025 20:38:10;Long_TP2;Stop loss;-84,52 $;8221,92 $;1,52 $;83,00 $;50,00 $;134,52 $;3;
330;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3312,1;3303,8;14/04/2025 19:38:17;14/04/2025 20:38:10;Long_TP3;Stop loss;-84,52 $;8137,40 $;1,52 $;83,00 $;50,00 $;134,52 $;3;
331;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3307,1;3307,1;14/04/2025 21:19:10;14/04/2025 21:19:10;Short_TP1;Stop loss;-1,52 $;8135,88 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
332;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3307,1;3307,1;14/04/2025 21:19:10;14/04/2025 21:19:10;Short_TP2;Stop loss;-1,52 $;8134,36 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
333;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3307,1;3307,1;14/04/2025 21:19:10;14/04/2025 21:19:10;Short_TP3;Stop loss;-1,52 $;8132,84 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
334;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3312,5;3312,5;14/04/2025 22:59:57;14/04/2025 22:59:57;Long_TP1;Exit on session close;-1,52 $;8131,32 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
335;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3312,5;3312,5;14/04/2025 22:59:57;14/04/2025 22:59:57;Long_TP2;Exit on session close;-1,52 $;8129,80 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
336;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3312,5;3312,5;14/04/2025 22:59:57;14/04/2025 22:59:57;Long_TP3;Exit on session close;-1,52 $;8128,28 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
337;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3321,7;3323,9;15/04/2025 16:22:01;15/04/2025 16:22:01;Short_TP1;Stop loss;-23,52 $;8104,76 $;1,52 $;22,00 $;0,00 $;23,52 $;1;
338;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3321,7;3323,9;15/04/2025 16:22:01;15/04/2025 16:22:01;Short_TP2;Stop loss;-23,52 $;8081,24 $;1,52 $;22,00 $;0,00 $;23,52 $;1;
339;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3321,7;3323,9;15/04/2025 16:22:01;15/04/2025 16:22:01;Short_TP3;Stop loss;-23,52 $;8057,72 $;1,52 $;22,00 $;0,00 $;23,52 $;1;
340;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3326,7;3330,9;15/04/2025 19:46:12;15/04/2025 19:46:12;Long_TP1;Profit target;40,48 $;8098,20 $;1,52 $;0,00 $;42,00 $;1,52 $;1;
341;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3326,7;3332,3;15/04/2025 19:46:12;15/04/2025 22:59:57;Long_TP2;Exit on session close;54,48 $;8152,68 $;1,52 $;0,00 $;56,00 $;1,52 $;2;
342;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3326,7;3332,3;15/04/2025 19:46:12;15/04/2025 22:59:57;Long_TP3;Exit on session close;54,48 $;8207,16 $;1,52 $;0,00 $;56,00 $;1,52 $;2;
343;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3412,4;3420,7;16/04/2025 15:56:44;16/04/2025 17:41:12;Long_TP1;Profit target;81,48 $;8288,64 $;1,52 $;50,00 $;83,00 $;1,52 $;4;
344;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3412,4;3437,3;16/04/2025 15:56:44;16/04/2025 20:22:53;Long_TP2;Profit target;247,48 $;8536,12 $;1,52 $;50,00 $;249,00 $;1,52 $;7;
345;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3412,4;3443,2;16/04/2025 15:56:44;16/04/2025 22:59:56;Long_TP3;Exit on session close;306,48 $;8842,60 $;1,52 $;50,00 $;308,00 $;1,52 $;9;
346;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3426,2;3418,2;17/04/2025 15:48:38;17/04/2025 15:52:14;Long_TP1;Stop loss;-81,52 $;8761,08 $;1,52 $;80,00 $;0,00 $;81,52 $;2;
347;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3426,2;3418,2;17/04/2025 15:48:38;17/04/2025 15:52:14;Long_TP2;Stop loss;-81,52 $;8679,56 $;1,52 $;80,00 $;0,00 $;81,52 $;2;
348;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3426,2;3418,2;17/04/2025 15:48:38;17/04/2025 15:52:14;Long_TP3;Stop loss;-81,52 $;8598,04 $;1,52 $;80,00 $;0,00 $;81,52 $;2;
349;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3416,2;3411,1;17/04/2025 15:56:57;17/04/2025 16:02:10;Short_TP1;Profit target;49,48 $;8647,52 $;1,52 $;0,00 $;51,00 $;1,52 $;2;
350;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3416,2;3400,9;17/04/2025 15:56:57;17/04/2025 16:31:40;Short_TP2;Profit target;151,48 $;8799,00 $;1,52 $;0,00 $;153,00 $;1,52 $;4;
351;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3416,2;3388,1;17/04/2025 15:56:57;17/04/2025 16:35:37;Short_TP3;Profit target;279,48 $;9078,48 $;1,52 $;0,00 $;281,00 $;1,52 $;6;
352;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3516,2;3519,3;21/04/2025 15:50:04;21/04/2025 15:50:04;Long_TP1;Profit target;29,48 $;9107,96 $;1,52 $;0,00 $;31,00 $;1,52 $;1;
353;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3516,2;3525,5;21/04/2025 15:50:04;21/04/2025 16:09:08;Long_TP2;Profit target;91,48 $;9199,44 $;1,52 $;0,00 $;93,00 $;1,52 $;2;
354;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3516,2;3513,1;21/04/2025 15:50:04;21/04/2025 16:46:09;Long_TP3;Stop loss;-32,52 $;9166,92 $;1,52 $;31,00 $;100,00 $;132,52 $;4;
355;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3511,2;3506,3;21/04/2025 16:52:45;21/04/2025 16:52:45;Short_TP1;Profit target;47,48 $;9214,40 $;1,52 $;0,00 $;49,00 $;1,52 $;1;
356;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3511,2;3516,1;21/04/2025 16:52:45;21/04/2025 17:00:26;Short_TP2;Stop loss;-50,52 $;9163,88 $;1,52 $;49,00 $;50,00 $;100,52 $;2;
357;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3511,2;3516,1;21/04/2025 16:52:45;21/04/2025 17:00:26;Short_TP3;Stop loss;-50,52 $;9113,36 $;1,52 $;49,00 $;50,00 $;100,52 $;2;
358;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3511,2;3511,2;21/04/2025 17:09:20;21/04/2025 17:09:20;Long_TP1;Stop loss;-1,52 $;9111,84 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
359;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3511,2;3511,2;21/04/2025 17:09:20;21/04/2025 17:09:20;Long_TP2;Stop loss;-1,52 $;9110,32 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
360;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3511,2;3511,2;21/04/2025 17:09:20;21/04/2025 17:09:20;Long_TP3;Stop loss;-1,52 $;9108,80 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
361;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3511,2;3516,1;21/04/2025 17:21:45;21/04/2025 17:21:45;Short_TP1;Stop loss;-50,52 $;9058,28 $;1,52 $;49,00 $;0,00 $;50,52 $;1;
362;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3511,2;3516,1;21/04/2025 17:21:45;21/04/2025 17:21:45;Short_TP2;Stop loss;-50,52 $;9007,76 $;1,52 $;49,00 $;0,00 $;50,52 $;1;
363;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3511,2;3516,1;21/04/2025 17:21:45;21/04/2025 17:21:45;Short_TP3;Stop loss;-50,52 $;8957,24 $;1,52 $;49,00 $;0,00 $;50,52 $;1;
364;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3516,2;3519,3;21/04/2025 17:40:06;21/04/2025 17:40:06;Long_TP1;Profit target;29,48 $;8986,72 $;1,52 $;0,00 $;31,00 $;1,52 $;1;
365;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3516,2;3513,1;21/04/2025 17:40:06;21/04/2025 18:19:45;Long_TP2;Stop loss;-32,52 $;8954,20 $;1,52 $;31,00 $;50,00 $;82,52 $;2;
366;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3516,2;3513,1;21/04/2025 17:40:06;21/04/2025 18:19:45;Long_TP3;Stop loss;-32,52 $;8921,68 $;1,52 $;31,00 $;50,00 $;82,52 $;2;
367;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3511,2;3506,3;21/04/2025 19:02:25;21/04/2025 19:02:25;Short_TP1;Profit target;47,48 $;8969,16 $;1,52 $;0,00 $;49,00 $;1,52 $;1;
368;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3511,2;3516,1;21/04/2025 19:02:25;21/04/2025 19:35:58;Short_TP2;Stop loss;-50,52 $;8918,64 $;1,52 $;49,00 $;50,00 $;100,52 $;2;
369;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3511,2;3516,1;21/04/2025 19:02:25;21/04/2025 19:35:58;Short_TP3;Stop loss;-50,52 $;8868,12 $;1,52 $;49,00 $;50,00 $;100,52 $;2;
370;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3516,2;3519,3;21/04/2025 20:02:14;21/04/2025 20:02:14;Long_TP1;Profit target;29,48 $;8897,60 $;1,52 $;0,00 $;31,00 $;1,52 $;1;
371;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3516,2;3525,5;21/04/2025 20:02:14;21/04/2025 21:05:45;Long_TP2;Profit target;91,48 $;8989,08 $;1,52 $;0,00 $;93,00 $;1,52 $;2;
372;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3516,2;3520,5;21/04/2025 20:02:14;21/04/2025 22:59:58;Long_TP3;Exit on session close;41,48 $;9030,56 $;1,52 $;0,00 $;100,00 $;58,52 $;4;
373;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3535,6;3528,3;22/04/2025 15:35:37;22/04/2025 15:37:36;Short_TP1;Profit target;71,48 $;9102,04 $;1,52 $;0,00 $;73,00 $;1,52 $;2;
374;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3535,6;3513,7;22/04/2025 15:35:37;22/04/2025 15:44:18;Short_TP2;Profit target;217,48 $;9319,52 $;1,52 $;0,00 $;219,00 $;1,52 $;5;
375;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3535,6;3495,4;22/04/2025 15:35:37;22/04/2025 18:21:46;Short_TP3;Profit target;400,48 $;9720,00 $;1,52 $;0,00 $;402,00 $;1,52 $;27;
376;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3390,4;3383,5;23/04/2025 15:38:47;23/04/2025 15:40:27;Short_TP1;Profit target;67,48 $;9787,48 $;1,52 $;0,00 $;69,00 $;1,52 $;2;
377;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3390,4;3369,7;23/04/2025 15:38:47;23/04/2025 16:00:18;Short_TP2;Profit target;205,48 $;9992,96 $;1,52 $;0,00 $;207,00 $;1,52 $;9;
378;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3390,4;3397,3;23/04/2025 15:38:47;23/04/2025 18:47:31;Short_TP3;Stop loss;-70,52 $;9922,44 $;1,52 $;69,00 $;300,00 $;370,52 $;31;
379;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3395,4;3393,5;23/04/2025 19:11:46;23/04/2025 19:11:46;Long_TP1;Stop loss;-20,52 $;9901,92 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
380;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3395,4;3393,5;23/04/2025 19:11:46;23/04/2025 19:11:46;Long_TP2;Stop loss;-20,52 $;9881,40 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
381;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3395,4;3393,5;23/04/2025 19:11:46;23/04/2025 19:11:46;Long_TP3;Stop loss;-20,52 $;9860,88 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
382;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3390,4;3383,5;23/04/2025 19:15:12;23/04/2025 19:26:53;Short_TP1;Profit target;67,48 $;9928,36 $;1,52 $;0,00 $;69,00 $;1,52 $;2;
383;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3390,4;3386,8;23/04/2025 19:15:12;23/04/2025 22:59:59;Short_TP2;Acheter pour couvrir;34,48 $;9962,84 $;1,52 $;50,00 $;150,00 $;115,52 $;8;
384;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3390,4;3386,8;23/04/2025 19:15:12;23/04/2025 22:59:59;Short_TP3;Acheter pour couvrir;34,48 $;9997,32 $;1,52 $;50,00 $;150,00 $;115,52 $;8;
