Numéro d'ordre;Instrument;Compte;Stratégie;Pos. marché.;Qté;Prix d’entrée;Prix de sortie;Heure d’entrée;Heure de sortie;Nom d’entrée;Nom de la sortie;Profit;Bénéfice net cumulé;Commission;MAE;MFE;ETD;Barres;
1;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2780,0;2782,2;06/01/2025 15:45:00;06/01/2025 15:45:00;Long_TP1;Profit target;20,48 $;20,48 $;1,52 $;0,00 $;22,00 $;1,52 $;1;
2;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2780,0;2786,6;06/01/2025 15:45:00;06/01/2025 15:45:00;Long_TP2;Profit target;64,48 $;84,96 $;1,52 $;0,00 $;66,00 $;1,52 $;2;
3;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2780,0;2792,1;06/01/2025 15:45:00;06/01/2025 18:00:02;Long_TP3;Profit target;119,48 $;204,44 $;1,52 $;0,00 $;121,00 $;1,52 $;5;
4;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2810,0;2803,9;07/01/2025 16:01:12;07/01/2025 16:05:04;Short_TP1;Profit target;59,48 $;263,92 $;1,52 $;0,00 $;61,00 $;1,52 $;2;
5;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2810,0;2805,5;07/01/2025 16:01:12;07/01/2025 22:59:44;Short_TP2;Exit on session close;43,48 $;307,40 $;1,52 $;0,00 $;100,00 $;56,52 $;4;
6;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2810,0;2805,5;07/01/2025 16:01:12;07/01/2025 22:59:44;Short_TP3;Exit on session close;43,48 $;350,88 $;1,52 $;0,00 $;100,00 $;56,52 $;4;
7;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2816,5;2811,7;08/01/2025 18:39:03;08/01/2025 18:39:03;Short_TP1;Profit target;46,48 $;397,36 $;1,52 $;0,00 $;48,00 $;1,52 $;1;
8;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2816,5;2821,3;08/01/2025 18:39:03;08/01/2025 21:50:00;Short_TP2;Stop loss;-49,52 $;347,84 $;1,52 $;48,00 $;50,00 $;99,52 $;2;
9;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2816,5;2821,3;08/01/2025 18:39:03;08/01/2025 21:50:00;Short_TP3;Stop loss;-49,52 $;298,32 $;1,52 $;48,00 $;50,00 $;99,52 $;2;
10;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2822,0;2822,0;08/01/2025 22:59:59;08/01/2025 22:59:59;Long_TP1;Exit on session close;-1,52 $;296,80 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
11;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2822,0;2822,0;08/01/2025 22:59:59;08/01/2025 22:59:59;Long_TP2;Exit on session close;-1,52 $;295,28 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
12;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2822,0;2822,0;08/01/2025 22:59:59;08/01/2025 22:59:59;Long_TP3;Exit on session close;-1,52 $;293,76 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
13;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2834,9;2834,9;09/01/2025 22:59:59;09/01/2025 22:59:59;Short_TP1;Stop loss;-1,52 $;292,24 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
14;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2834,9;2834,9;09/01/2025 22:59:59;09/01/2025 22:59:59;Short_TP2;Stop loss;-1,52 $;290,72 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
15;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2834,9;2834,9;09/01/2025 22:59:59;09/01/2025 22:59:59;Short_TP3;Stop loss;-1,52 $;289,20 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
16;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2870,0;2870,0;10/01/2025 15:46:28;10/01/2025 15:46:28;Long_TP1;Stop loss;-1,52 $;287,68 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
17;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2870,0;2870,0;10/01/2025 15:46:28;10/01/2025 15:46:28;Long_TP2;Stop loss;-1,52 $;286,16 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
18;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2870,0;2870,0;10/01/2025 15:46:28;10/01/2025 15:46:28;Long_TP3;Stop loss;-1,52 $;284,64 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
19;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2865,0;2872,8;10/01/2025 15:47:41;10/01/2025 16:33:05;Short_TP1;Stop loss;-79,52 $;205,12 $;1,52 $;78,00 $;50,00 $;129,52 $;3;
20;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2865,0;2872,8;10/01/2025 15:47:41;10/01/2025 16:33:05;Short_TP2;Stop loss;-79,52 $;125,60 $;1,52 $;78,00 $;50,00 $;129,52 $;3;
21;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2865,0;2872,8;10/01/2025 15:47:41;10/01/2025 16:33:05;Short_TP3;Stop loss;-79,52 $;46,08 $;1,52 $;78,00 $;50,00 $;129,52 $;3;
22;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2870,0;2870,0;10/01/2025 16:57:36;10/01/2025 16:57:36;Long_TP1;Stop loss;-1,52 $;44,56 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
23;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2870,0;2870,0;10/01/2025 16:57:36;10/01/2025 16:57:36;Long_TP2;Stop loss;-1,52 $;43,04 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
24;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2870,0;2870,0;10/01/2025 16:57:36;10/01/2025 16:57:36;Long_TP3;Stop loss;-1,52 $;41,52 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
25;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2865,0;2859,9;10/01/2025 17:03:42;10/01/2025 22:59:55;Short_TP1;Exit on session close;49,48 $;91,00 $;1,52 $;50,00 $;51,00 $;1,52 $;4;
26;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2865,0;2859,9;10/01/2025 17:03:42;10/01/2025 22:59:55;Short_TP2;Exit on session close;49,48 $;140,48 $;1,52 $;50,00 $;51,00 $;1,52 $;4;
27;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2865,0;2859,9;10/01/2025 17:03:42;10/01/2025 22:59:55;Short_TP3;Exit on session close;49,48 $;189,96 $;1,52 $;50,00 $;51,00 $;1,52 $;4;
28;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2829,1;2827,0;13/01/2025 16:57:52;13/01/2025 16:57:52;Long_TP1;Stop loss;-22,52 $;167,44 $;1,52 $;21,00 $;0,00 $;22,52 $;1;
29;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2829,1;2827,0;13/01/2025 16:57:52;13/01/2025 16:57:52;Long_TP2;Stop loss;-22,52 $;144,92 $;1,52 $;21,00 $;0,00 $;22,52 $;1;
30;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2829,1;2827,0;13/01/2025 16:57:52;13/01/2025 16:57:52;Long_TP3;Stop loss;-22,52 $;122,40 $;1,52 $;21,00 $;0,00 $;22,52 $;1;
31;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2824,1;2819,6;13/01/2025 19:27:54;13/01/2025 19:27:54;Short_TP1;Profit target;43,48 $;165,88 $;1,52 $;0,00 $;45,00 $;1,52 $;1;
32;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2824,1;2823,6;13/01/2025 19:27:54;13/01/2025 22:59:49;Short_TP2;Exit on session close;3,48 $;169,36 $;1,52 $;0,00 $;50,00 $;46,52 $;2;
33;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2824,1;2823,6;13/01/2025 19:27:54;13/01/2025 22:59:49;Short_TP3;Exit on session close;3,48 $;172,84 $;1,52 $;0,00 $;50,00 $;46,52 $;2;
34;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2847,7;2856,4;15/01/2025 15:36:46;15/01/2025 18:06:08;Short_TP1;Stop loss;-88,52 $;84,32 $;1,52 $;87,00 $;50,00 $;138,52 $;3;
35;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2847,7;2856,4;15/01/2025 15:36:46;15/01/2025 18:06:08;Short_TP2;Stop loss;-88,52 $;-4,20 $;1,52 $;87,00 $;50,00 $;138,52 $;3;
36;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2847,7;2856,4;15/01/2025 15:36:46;15/01/2025 18:06:08;Short_TP3;Stop loss;-88,52 $;-92,72 $;1,52 $;87,00 $;50,00 $;138,52 $;3;
37;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2857,7;2861,4;15/01/2025 21:12:42;15/01/2025 21:12:42;Long_TP1;Profit target;35,48 $;-57,24 $;1,52 $;0,00 $;37,00 $;1,52 $;1;
38;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2857,7;2864,7;15/01/2025 21:12:42;15/01/2025 22:59:59;Long_TP2;Exit on session close;68,48 $;11,24 $;1,52 $;0,00 $;70,00 $;1,52 $;2;
39;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2857,7;2864,7;15/01/2025 21:12:42;15/01/2025 22:59:59;Long_TP3;Exit on session close;68,48 $;79,72 $;1,52 $;0,00 $;70,00 $;1,52 $;2;
40;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2867,2;2873,1;20/01/2025 17:24:16;20/01/2025 20:29:59;Short_TP1;Exit on session close;-60,52 $;19,20 $;1,52 $;59,00 $;50,00 $;110,52 $;3;
41;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2867,2;2873,1;20/01/2025 17:24:16;20/01/2025 20:29:59;Short_TP2;Exit on session close;-60,52 $;-41,32 $;1,52 $;59,00 $;50,00 $;110,52 $;3;
42;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2867,2;2873,1;20/01/2025 17:24:16;20/01/2025 20:29:59;Short_TP3;Exit on session close;-60,52 $;-101,84 $;1,52 $;59,00 $;50,00 $;110,52 $;3;
43;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2888,2;2892,2;21/01/2025 15:49:51;21/01/2025 15:49:51;Long_TP1;Profit target;38,48 $;-63,36 $;1,52 $;0,00 $;40,00 $;1,52 $;1;
44;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2888,2;2900,2;21/01/2025 15:49:51;21/01/2025 17:23:13;Long_TP2;Profit target;118,48 $;55,12 $;1,52 $;0,00 $;120,00 $;1,52 $;3;
45;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2888,2;2900,8;21/01/2025 15:49:51;21/01/2025 22:59:59;Long_TP3;Exit on session close;124,48 $;179,60 $;1,52 $;0,00 $;150,00 $;25,52 $;4;
46;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2919,4;2919,4;24/01/2025 22:59:59;24/01/2025 22:59:59;Short_TP1;Exit on session close;-1,52 $;178,08 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
47;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2919,4;2919,4;24/01/2025 22:59:59;24/01/2025 22:59:59;Short_TP2;Exit on session close;-1,52 $;176,56 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
48;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2919,4;2919,4;24/01/2025 22:59:59;24/01/2025 22:59:59;Short_TP3;Exit on session close;-1,52 $;175,04 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
49;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2895,4;2896,7;27/01/2025 15:46:05;27/01/2025 15:46:05;Short_TP1;Stop loss;-14,52 $;160,52 $;1,52 $;13,00 $;0,00 $;14,52 $;1;
50;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2895,4;2896,7;27/01/2025 15:46:05;27/01/2025 15:46:05;Short_TP2;Stop loss;-14,52 $;146,00 $;1,52 $;13,00 $;0,00 $;14,52 $;1;
51;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2895,4;2896,7;27/01/2025 15:46:05;27/01/2025 15:46:05;Short_TP3;Stop loss;-14,52 $;131,48 $;1,52 $;13,00 $;0,00 $;14,52 $;1;
52;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2895,4;2892,8;27/01/2025 16:03:24;27/01/2025 16:03:24;Long_TP1;Stop loss;-27,52 $;103,96 $;1,52 $;26,00 $;0,00 $;27,52 $;1;
53;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2895,4;2892,8;27/01/2025 16:03:24;27/01/2025 16:03:24;Long_TP2;Stop loss;-27,52 $;76,44 $;1,52 $;26,00 $;0,00 $;27,52 $;1;
54;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2895,4;2892,8;27/01/2025 16:03:24;27/01/2025 16:03:24;Long_TP3;Stop loss;-27,52 $;48,92 $;1,52 $;26,00 $;0,00 $;27,52 $;1;
55;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2890,4;2884,1;27/01/2025 16:35:00;27/01/2025 17:49:33;Short_TP1;Profit target;61,48 $;110,40 $;1,52 $;0,00 $;63,00 $;1,52 $;2;
56;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2890,4;2885,3;27/01/2025 16:35:00;27/01/2025 22:59:56;Short_TP2;Exit on session close;49,48 $;159,88 $;1,52 $;0,00 $;150,00 $;100,52 $;5;
57;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2890,4;2885,3;27/01/2025 16:35:00;27/01/2025 22:59:56;Short_TP3;Exit on session close;49,48 $;209,36 $;1,52 $;0,00 $;150,00 $;100,52 $;5;
58;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2904,3;2908,9;28/01/2025 17:56:11;28/01/2025 17:56:11;Long_TP1;Profit target;44,48 $;253,84 $;1,52 $;0,00 $;46,00 $;1,52 $;1;
59;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2904,3;2914,0;28/01/2025 17:56:11;28/01/2025 22:59:59;Long_TP2;Exit on session close;95,48 $;349,32 $;1,52 $;0,00 $;120,00 $;24,52 $;3;
60;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2904,3;2914,0;28/01/2025 17:56:11;28/01/2025 22:59:59;Long_TP3;Exit on session close;95,48 $;444,80 $;1,52 $;0,00 $;120,00 $;24,52 $;3;
61;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2947,1;2951,1;30/01/2025 16:05:05;30/01/2025 16:05:05;Long_TP1;Profit target;38,48 $;483,28 $;1,52 $;0,00 $;40,00 $;1,52 $;1;
62;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2947,1;2959,1;30/01/2025 16:05:05;30/01/2025 16:46:54;Long_TP2;Profit target;118,48 $;601,76 $;1,52 $;0,00 $;120,00 $;1,52 $;3;
63;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2947,1;2966,7;30/01/2025 16:05:05;30/01/2025 22:59:59;Long_TP3;Vendre;194,48 $;796,24 $;1,52 $;0,00 $;200,00 $;5,52 $;7;
64;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2967,8;2970,5;31/01/2025 16:02:39;31/01/2025 16:02:39;Long_TP1;Profit target;25,48 $;821,72 $;1,52 $;0,00 $;27,00 $;1,52 $;1;
65;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2967,8;2975,9;31/01/2025 16:02:39;31/01/2025 16:13:02;Long_TP2;Profit target;79,48 $;901,20 $;1,52 $;0,00 $;81,00 $;1,52 $;2;
66;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2967,8;2965,1;31/01/2025 16:02:39;31/01/2025 18:09:22;Long_TP3;Stop loss;-28,52 $;872,68 $;1,52 $;27,00 $;100,00 $;128,52 $;4;
67;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2962,8;2959,7;31/01/2025 18:15:03;31/01/2025 18:15:03;Short_TP1;Profit target;29,48 $;902,16 $;1,52 $;0,00 $;31,00 $;1,52 $;1;
68;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2962,8;2953,5;31/01/2025 18:15:03;31/01/2025 18:44:59;Short_TP2;Profit target;91,48 $;993,64 $;1,52 $;0,00 $;93,00 $;1,52 $;2;
69;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2962,8;2945,8;31/01/2025 18:15:03;31/01/2025 21:00:13;Short_TP3;Profit target;168,48 $;1162,12 $;1,52 $;0,00 $;170,00 $;1,52 $;4;
70;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2970,4;2970,4;03/02/2025 17:05:23;03/02/2025 17:05:23;Short_TP1;Stop loss;-1,52 $;1160,60 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
71;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2970,4;2970,4;03/02/2025 17:05:23;03/02/2025 17:05:23;Short_TP2;Stop loss;-1,52 $;1159,08 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
72;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2970,4;2970,4;03/02/2025 17:05:23;03/02/2025 17:05:23;Short_TP3;Stop loss;-1,52 $;1157,56 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
73;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2970,4;2969,0;03/02/2025 22:43:35;03/02/2025 22:43:35;Long_TP1;Stop loss;-15,52 $;1142,04 $;1,52 $;14,00 $;0,00 $;15,52 $;1;
74;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2970,4;2969,0;03/02/2025 22:43:35;03/02/2025 22:43:35;Long_TP2;Stop loss;-15,52 $;1126,52 $;1,52 $;14,00 $;0,00 $;15,52 $;1;
75;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2970,4;2969,0;03/02/2025 22:43:35;03/02/2025 22:43:35;Long_TP3;Stop loss;-15,52 $;1111,00 $;1,52 $;14,00 $;0,00 $;15,52 $;1;
76;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2965,5;2965,5;03/02/2025 22:59:58;03/02/2025 22:59:58;Short_TP1;Exit on session close;-1,52 $;1109,48 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
77;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2965,5;2965,5;03/02/2025 22:59:58;03/02/2025 22:59:58;Short_TP2;Exit on session close;-1,52 $;1107,96 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
78;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2965,5;2965,5;03/02/2025 22:59:58;03/02/2025 22:59:58;Short_TP3;Exit on session close;-1,52 $;1106,44 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
79;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2980,5;2980,5;04/02/2025 17:01:03;04/02/2025 17:01:03;Long_TP1;Stop loss;-1,52 $;1104,92 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
80;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2980,5;2980,5;04/02/2025 17:01:03;04/02/2025 17:01:03;Long_TP2;Stop loss;-1,52 $;1103,40 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
81;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2980,5;2980,5;04/02/2025 17:01:03;04/02/2025 17:01:03;Long_TP3;Stop loss;-1,52 $;1101,88 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
82;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2980,5;2982,4;04/02/2025 17:24:34;04/02/2025 17:24:34;Short_TP1;Stop loss;-20,52 $;1081,36 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
83;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2980,5;2982,4;04/02/2025 17:24:34;04/02/2025 17:24:34;Short_TP2;Stop loss;-20,52 $;1060,84 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
84;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;2980,5;2982,4;04/02/2025 17:24:34;04/02/2025 17:24:34;Short_TP3;Stop loss;-20,52 $;1040,32 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
85;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2985,5;2989,9;04/02/2025 18:32:45;04/02/2025 18:32:45;Long_TP1;Profit target;42,48 $;1082,80 $;1,52 $;0,00 $;44,00 $;1,52 $;1;
86;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2985,5;2989,4;04/02/2025 18:32:45;04/02/2025 22:59:53;Long_TP2;Exit on session close;37,48 $;1120,28 $;1,52 $;0,00 $;50,00 $;12,52 $;2;
87;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;2985,5;2989,4;04/02/2025 18:32:45;04/02/2025 22:59:53;Long_TP3;Exit on session close;37,48 $;1157,76 $;1,52 $;0,00 $;50,00 $;12,52 $;2;
88;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3009,4;3016,3;05/02/2025 16:00:14;05/02/2025 16:50:31;Long_TP1;Profit target;67,48 $;1225,24 $;1,52 $;0,00 $;69,00 $;1,52 $;2;
89;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3009,4;3002,5;05/02/2025 16:00:14;05/02/2025 20:50:48;Long_TP2;Stop loss;-70,52 $;1154,72 $;1,52 $;69,00 $;100,00 $;170,52 $;5;
90;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3009,4;3002,5;05/02/2025 16:00:14;05/02/2025 20:50:48;Long_TP3;Stop loss;-70,52 $;1084,20 $;1,52 $;69,00 $;100,00 $;170,52 $;5;
91;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3000,3;3000,3;05/02/2025 22:59:59;05/02/2025 22:59:59;Short_TP1;Exit on session close;-1,52 $;1082,68 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
92;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3000,3;3000,3;05/02/2025 22:59:59;05/02/2025 22:59:59;Short_TP2;Exit on session close;-1,52 $;1081,16 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
93;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3000,3;3000,3;05/02/2025 22:59:59;05/02/2025 22:59:59;Short_TP3;Exit on session close;-1,52 $;1079,64 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
94;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3015,3;3018,5;07/02/2025 16:09:46;07/02/2025 16:09:46;Long_TP1;Profit target;30,48 $;1110,12 $;1,52 $;0,00 $;32,00 $;1,52 $;1;
95;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3015,3;3024,9;07/02/2025 16:09:46;07/02/2025 16:46:20;Long_TP2;Profit target;94,48 $;1204,60 $;1,52 $;0,00 $;96,00 $;1,52 $;2;
96;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3015,3;3012,1;07/02/2025 16:09:46;07/02/2025 17:03:12;Long_TP3;Stop loss;-33,52 $;1171,08 $;1,52 $;32,00 $;100,00 $;133,52 $;4;
97;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3010,3;3006,3;07/02/2025 17:17:00;07/02/2025 17:17:00;Short_TP1;Profit target;38,48 $;1209,56 $;1,52 $;0,00 $;40,00 $;1,52 $;1;
98;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3010,3;2998,3;07/02/2025 17:17:00;07/02/2025 18:01:51;Short_TP2;Profit target;118,48 $;1328,04 $;1,52 $;0,00 $;120,00 $;1,52 $;3;
99;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3010,3;3001,3;07/02/2025 17:17:00;07/02/2025 22:59:59;Short_TP3;Exit on session close;88,48 $;1416,52 $;1,52 $;0,00 $;150,00 $;61,52 $;4;
100;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3052,1;3052,1;10/02/2025 22:59:59;10/02/2025 22:59:59;Long_TP1;Exit on session close;-1,52 $;1415,00 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
101;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3052,1;3052,1;10/02/2025 22:59:59;10/02/2025 22:59:59;Long_TP2;Exit on session close;-1,52 $;1413,48 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
102;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3052,1;3052,1;10/02/2025 22:59:59;10/02/2025 22:59:59;Long_TP3;Exit on session close;-1,52 $;1411,96 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
103;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3041,8;3041,8;11/02/2025 22:59:57;11/02/2025 22:59:57;Long_TP1;Stop loss;-1,52 $;1410,44 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
104;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3041,8;3041,8;11/02/2025 22:59:57;11/02/2025 22:59:57;Long_TP2;Stop loss;-1,52 $;1408,92 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
105;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3041,8;3041,8;11/02/2025 22:59:57;11/02/2025 22:59:57;Long_TP3;Stop loss;-1,52 $;1407,40 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
106;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3042,1;3044,2;12/02/2025 18:02:27;12/02/2025 22:59:59;Long_TP1;Exit on session close;19,48 $;1426,88 $;1,52 $;50,00 $;50,00 $;30,52 $;3;
107;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3042,1;3044,2;12/02/2025 18:02:27;12/02/2025 22:59:59;Long_TP2;Exit on session close;19,48 $;1446,36 $;1,52 $;50,00 $;50,00 $;30,52 $;3;
108;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3042,1;3044,2;12/02/2025 18:02:27;12/02/2025 22:59:59;Long_TP3;Exit on session close;19,48 $;1465,84 $;1,52 $;50,00 $;50,00 $;30,52 $;3;
109;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3059,2;3066,4;13/02/2025 19:56:22;13/02/2025 20:15:54;Long_TP1;Profit target;70,48 $;1536,32 $;1,52 $;0,00 $;72,00 $;1,52 $;2;
110;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3059,2;3072,4;13/02/2025 19:56:22;13/02/2025 22:59:56;Long_TP2;Exit on session close;130,48 $;1666,80 $;1,52 $;0,00 $;132,00 $;1,52 $;3;
111;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3059,2;3072,4;13/02/2025 19:56:22;13/02/2025 22:59:56;Long_TP3;Exit on session close;130,48 $;1797,28 $;1,52 $;0,00 $;132,00 $;1,52 $;3;
