Numéro d'ordre;Instrument;Compte;Stratégie;Pos. marché.;Qté;Prix d’entrée;Prix de sortie;Heure d’entrée;Heure de sortie;Nom d’entrée;Nom de la sortie;Profit;Bénéfice net cumulé;Commission;MAE;MFE;ETD;Barres;
377;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23277,50;23338,75;02/09/2025 15:31:09;02/09/2025 15:35:10;Short_TP2;Stop loss;-124,24 $;6588,02 $;1,74 $;122,50 $;25,00 $;149,24 $;8;
378;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23277,50;23338,75;02/09/2025 15:31:09;02/09/2025 15:35:10;Short_TP3;Stop loss;-124,24 $;6463,78 $;1,74 $;122,50 $;25,00 $;149,24 $;8;
379;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23340,00;23393,75;02/09/2025 15:35:19;02/09/2025 15:41:36;Long_TP1;Profit target;105,76 $;6569,54 $;1,74 $;0,00 $;107,50 $;1,74 $;7;
380;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23340,00;23501,25;02/09/2025 15:35:19;02/09/2025 16:00:10;Long_TP3;Profit target;320,76 $;6890,30 $;1,74 $;0,00 $;322,50 $;1,74 $;21;
381;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23340,00;23286,25;02/09/2025 15:35:19;02/09/2025 17:50:32;Long_TP2;Stop loss;-109,24 $;6781,06 $;1,74 $;107,50 $;350,00 $;459,24 $;64;
382;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23277,50;23338,75;02/09/2025 17:52:28;02/09/2025 18:43:08;Short_TP1;Stop loss;-124,24 $;6656,82 $;1,74 $;122,50 $;25,00 $;149,24 $;6;
383;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23277,50;23338,75;02/09/2025 17:52:28;02/09/2025 18:43:08;Short_TP2;Stop loss;-124,24 $;6532,58 $;1,74 $;122,50 $;25,00 $;149,24 $;6;
384;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23277,50;23338,75;02/09/2025 17:52:28;02/09/2025 18:43:08;Short_TP3;Stop loss;-124,24 $;6408,34 $;1,74 $;122,50 $;25,00 $;149,24 $;6;
385;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23327,50;23393,75;02/09/2025 18:48:46;02/09/2025 19:28:37;Long_TP1;Profit target;130,76 $;6539,10 $;1,74 $;25,00 $;132,50 $;1,74 $;9;
386;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23327,50;23501,25;02/09/2025 18:48:46;02/09/2025 21:50:12;Long_TP3;Profit target;345,76 $;6884,86 $;1,74 $;25,00 $;347,50 $;1,74 $;27;
387;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23327,50;23527,50;02/09/2025 18:48:46;02/09/2025 22:07:19;Long_TP2;Vendre;398,26 $;7283,12 $;1,74 $;25,00 $;400,00 $;1,74 $;30;
388;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23643,75;23669,00;03/09/2025 15:31:08;03/09/2025 16:04:10;Short_TP1;Stop loss;-52,24 $;7230,88 $;1,74 $;50,50 $;50,00 $;102,24 $;20;
389;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23643,75;23669,00;03/09/2025 15:31:08;03/09/2025 16:04:10;Short_TP2;Stop loss;-52,24 $;7178,64 $;1,74 $;50,50 $;50,00 $;102,24 $;20;
390;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23643,75;23669,00;03/09/2025 15:31:08;03/09/2025 16:04:10;Short_TP3;Stop loss;-52,24 $;7126,40 $;1,74 $;50,50 $;50,00 $;102,24 $;20;
391;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23681,25;23654,25;03/09/2025 16:07:58;03/09/2025 16:12:37;Long_TP1;Stop loss;-55,74 $;7070,66 $;1,74 $;54,00 $;25,00 $;80,74 $;4;
392;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23681,25;23654,25;03/09/2025 16:07:58;03/09/2025 16:12:37;Long_TP2;Stop loss;-55,74 $;7014,92 $;1,74 $;54,00 $;25,00 $;80,74 $;4;
393;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23681,25;23654,25;03/09/2025 16:07:58;03/09/2025 16:12:37;Long_TP3;Stop loss;-55,74 $;6959,18 $;1,74 $;54,00 $;25,00 $;80,74 $;4;
394;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23643,75;23669,00;03/09/2025 16:13:06;03/09/2025 16:18:54;Short_TP1;Stop loss;-52,24 $;6906,94 $;1,74 $;50,50 $;25,00 $;77,24 $;4;
395;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23643,75;23669,00;03/09/2025 16:13:06;03/09/2025 16:18:54;Short_TP2;Stop loss;-52,24 $;6854,70 $;1,74 $;50,50 $;25,00 $;77,24 $;4;
396;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23643,75;23669,00;03/09/2025 16:13:06;03/09/2025 16:18:54;Short_TP3;Stop loss;-52,24 $;6802,46 $;1,74 $;50,50 $;25,00 $;77,24 $;4;
397;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23681,25;23708,25;03/09/2025 16:24:34;03/09/2025 16:36:44;Long_TP1;Profit target;52,26 $;6854,72 $;1,74 $;25,00 $;54,00 $;1,74 $;7;
398;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23681,25;23654,25;03/09/2025 16:24:34;03/09/2025 17:32:24;Long_TP2;Stop loss;-55,74 $;6798,98 $;1,74 $;54,00 $;150,00 $;205,74 $;18;
399;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23681,25;23654,25;03/09/2025 16:24:34;03/09/2025 17:32:24;Long_TP3;Stop loss;-55,74 $;6743,24 $;1,74 $;54,00 $;150,00 $;205,74 $;18;
400;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23656,25;23669,00;03/09/2025 17:36:18;03/09/2025 17:40:13;Short_TP1;Stop loss;-27,24 $;6716,00 $;1,74 $;25,50 $;0,00 $;27,24 $;2;
401;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23656,25;23669,00;03/09/2025 17:36:18;03/09/2025 17:40:13;Short_TP2;Stop loss;-27,24 $;6688,76 $;1,74 $;25,50 $;0,00 $;27,24 $;2;
402;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23656,25;23669,00;03/09/2025 17:36:18;03/09/2025 17:40:13;Short_TP3;Stop loss;-27,24 $;6661,52 $;1,74 $;25,50 $;0,00 $;27,24 $;2;
403;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23668,75;23654,25;03/09/2025 17:46:54;03/09/2025 17:57:59;Long_TP1;Stop loss;-30,74 $;6630,78 $;1,74 $;29,00 $;0,00 $;30,74 $;2;
404;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23668,75;23654,25;03/09/2025 17:46:54;03/09/2025 17:57:59;Long_TP2;Stop loss;-30,74 $;6600,04 $;1,74 $;29,00 $;0,00 $;30,74 $;2;
405;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23668,75;23654,25;03/09/2025 17:46:54;03/09/2025 17:57:59;Long_TP3;Stop loss;-30,74 $;6569,30 $;1,74 $;29,00 $;0,00 $;30,74 $;2;
406;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23730,75;23767,00;04/09/2025 15:32:59;04/09/2025 15:34:46;Long_TP1;Profit target;70,76 $;6640,06 $;1,74 $;0,00 $;72,50 $;1,74 $;3;
407;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23730,75;23694,50;04/09/2025 15:32:59;04/09/2025 16:02:21;Long_TP2;Stop loss;-74,24 $;6565,82 $;1,74 $;72,50 $;100,00 $;174,24 $;16;
408;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23730,75;23694,50;04/09/2025 15:32:59;04/09/2025 16:02:21;Long_TP3;Stop loss;-74,24 $;6491,58 $;1,74 $;72,50 $;100,00 $;174,24 $;16;
409;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23693,25;23662,00;04/09/2025 16:03:33;04/09/2025 16:15:29;Short_TP1;Profit target;60,76 $;6552,34 $;1,74 $;25,00 $;62,50 $;1,74 $;7;
410;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23693,25;23724,50;04/09/2025 16:03:33;04/09/2025 16:25:27;Short_TP2;Stop loss;-64,24 $;6488,10 $;1,74 $;62,50 $;75,00 $;139,24 $;12;
411;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;23693,25;23724,50;04/09/2025 16:03:33;04/09/2025 16:25:27;Short_TP3;Stop loss;-64,24 $;6423,86 $;1,74 $;62,50 $;75,00 $;139,24 $;12;
412;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23718,25;23767,00;04/09/2025 16:26:44;04/09/2025 17:00:33;Long_TP1;Profit target;95,76 $;6519,62 $;1,74 $;25,00 $;97,50 $;1,74 $;7;
413;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23718,25;23839,50;04/09/2025 16:26:44;04/09/2025 20:16:09;Long_TP3;Profit target;240,76 $;6760,38 $;1,74 $;25,00 $;242,50 $;1,74 $;23;
414;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;23718,25;23918,25;04/09/2025 16:26:44;04/09/2025 22:14:06;Long_TP2;Vendre;398,26 $;7158,64 $;1,74 $;25,00 $;400,00 $;1,74 $;30;
415;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24106,25;24047,75;05/09/2025 15:31:04;05/09/2025 16:01:16;Short_TP1;Profit target;115,26 $;7273,90 $;1,74 $;25,00 $;117,00 $;1,74 $;20;
416;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24106,25;23955,75;05/09/2025 15:31:04;05/09/2025 16:18:45;Short_TP3;Profit target;299,26 $;7573,16 $;1,74 $;25,00 $;301,00 $;1,74 $;30;
417;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24106,25;23840,75;05/09/2025 15:31:04;05/09/2025 16:41:54;Short_TP2;Profit target;529,26 $;8102,42 $;1,74 $;25,00 $;531,00 $;1,74 $;55;
418;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24026,25;24048,50;08/09/2025 15:33:21;08/09/2025 15:34:23;Short_TP1;Stop loss;-46,24 $;8056,18 $;1,74 $;44,50 $;0,00 $;46,24 $;2;
419;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24026,25;24048,50;08/09/2025 15:33:21;08/09/2025 15:34:23;Short_TP2;Stop loss;-46,24 $;8009,94 $;1,74 $;44,50 $;0,00 $;46,24 $;2;
420;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24026,25;24048,50;08/09/2025 15:33:21;08/09/2025 15:34:23;Short_TP3;Stop loss;-46,24 $;7963,70 $;1,74 $;44,50 $;0,00 $;46,24 $;2;
421;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24051,25;24081,00;08/09/2025 15:35:14;08/09/2025 15:49:48;Long_TP1;Profit target;57,76 $;8021,46 $;1,74 $;25,00 $;59,50 $;1,74 $;9;
422;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24051,25;24021,50;08/09/2025 15:35:14;08/09/2025 19:52:03;Long_TP2;Stop loss;-61,24 $;7960,22 $;1,74 $;59,50 $;125,00 $;186,24 $;34;
423;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24051,25;24021,50;08/09/2025 15:35:14;08/09/2025 19:52:03;Long_TP3;Stop loss;-61,24 $;7898,98 $;1,74 $;59,50 $;125,00 $;186,24 $;34;
424;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24013,75;24048,50;08/09/2025 19:52:36;08/09/2025 20:19:14;Short_TP1;Stop loss;-71,24 $;7827,74 $;1,74 $;69,50 $;25,00 $;96,24 $;4;
425;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24013,75;24048,50;08/09/2025 19:52:36;08/09/2025 20:19:14;Short_TP2;Stop loss;-71,24 $;7756,50 $;1,74 $;69,50 $;25,00 $;96,24 $;4;
426;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24013,75;24048,50;08/09/2025 19:52:36;08/09/2025 20:19:14;Short_TP3;Stop loss;-71,24 $;7685,26 $;1,74 $;69,50 $;25,00 $;96,24 $;4;
427;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24038,75;24021,50;08/09/2025 20:41:44;08/09/2025 21:12:05;Long_TP1;Stop loss;-36,24 $;7649,02 $;1,74 $;34,50 $;0,00 $;36,24 $;2;
428;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24038,75;24021,50;08/09/2025 20:41:44;08/09/2025 21:12:05;Long_TP2;Stop loss;-36,24 $;7612,78 $;1,74 $;34,50 $;0,00 $;36,24 $;2;
429;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24038,75;24021,50;08/09/2025 20:41:44;08/09/2025 21:12:05;Long_TP3;Stop loss;-36,24 $;7576,54 $;1,74 $;34,50 $;0,00 $;36,24 $;2;
430;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24013,75;24035,75;08/09/2025 21:12:47;08/09/2025 22:59:59;Short_TP1;Exit on session close;-45,74 $;7530,80 $;1,74 $;50,00 $;25,00 $;70,74 $;4;
431;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24013,75;24035,75;08/09/2025 21:12:47;08/09/2025 22:59:59;Short_TP2;Exit on session close;-45,74 $;7485,06 $;1,74 $;50,00 $;25,00 $;70,74 $;4;
432;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24013,75;24035,75;08/09/2025 21:12:47;08/09/2025 22:59:59;Short_TP3;Exit on session close;-45,74 $;7439,32 $;1,74 $;50,00 $;25,00 $;70,74 $;4;
433;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24074,50;24029,00;09/09/2025 15:32:29;09/09/2025 16:00:59;Short_TP1;Profit target;89,26 $;7528,58 $;1,74 $;25,00 $;91,00 $;1,74 $;7;
434;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24074,50;24095,00;09/09/2025 15:32:29;09/09/2025 21:50:00;Short_TP2;Stop loss;-42,74 $;7485,84 $;1,74 $;41,00 $;200,00 $;242,74 $;40;
435;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24074,50;24095,00;09/09/2025 15:32:29;09/09/2025 21:50:00;Short_TP3;Stop loss;-42,74 $;7443,10 $;1,74 $;41,00 $;200,00 $;242,74 $;40;
436;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24099,50;24099,50;09/09/2025 21:54:12;09/09/2025 22:05:13;Long_TP1;Vendre;-1,74 $;7441,36 $;1,74 $;0,00 $;50,00 $;51,74 $;4;
437;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24099,50;24099,50;09/09/2025 21:54:12;09/09/2025 22:05:13;Long_TP2;Vendre;-1,74 $;7439,62 $;1,74 $;0,00 $;50,00 $;51,74 $;4;
438;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24099,50;24099,50;09/09/2025 21:54:12;09/09/2025 22:05:13;Long_TP3;Vendre;-1,74 $;7437,88 $;1,74 $;0,00 $;50,00 $;51,74 $;4;
439;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24112,00;24124,50;09/09/2025 22:19:01;09/09/2025 22:29:47;Long_TP1;Vendre;23,26 $;7461,14 $;1,74 $;0,00 $;25,00 $;1,74 $;2;
440;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24112,00;24124,50;09/09/2025 22:19:01;09/09/2025 22:29:47;Long_TP2;Vendre;23,26 $;7484,40 $;1,74 $;0,00 $;25,00 $;1,74 $;2;
441;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24112,00;24124,50;09/09/2025 22:19:01;09/09/2025 22:29:47;Long_TP3;Vendre;23,26 $;7507,66 $;1,74 $;0,00 $;25,00 $;1,74 $;2;
442;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24187,50;24137,00;10/09/2025 15:32:28;10/09/2025 19:25:50;Short_TP1;Profit target;99,26 $;7606,92 $;1,74 $;75,00 $;101,00 $;1,74 $;41;
443;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24187,50;24036,00;10/09/2025 15:32:28;10/09/2025 21:21:30;Short_TP3;Profit target;301,26 $;7908,18 $;1,74 $;75,00 $;303,00 $;1,74 $;53;
444;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24187,50;24096,25;10/09/2025 15:32:28;10/09/2025 22:59:58;Short_TP2;Acheter pour couvrir;180,76 $;8088,94 $;1,74 $;75,00 $;325,00 $;144,24 $;64;
445;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24219,00;24180,75;11/09/2025 15:31:55;11/09/2025 15:39:24;Short_TP1;Profit target;74,76 $;8163,70 $;1,74 $;25,00 $;76,50 $;1,74 $;5;
446;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24219,00;24232,25;11/09/2025 15:31:55;11/09/2025 16:35:58;Short_TP2;Stop loss;-28,24 $;8135,46 $;1,74 $;26,50 $;125,00 $;153,24 $;16;
447;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24219,00;24232,25;11/09/2025 15:31:55;11/09/2025 16:35:58;Short_TP3;Stop loss;-28,24 $;8107,22 $;1,74 $;26,50 $;125,00 $;153,24 $;16;
448;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24244,00;24277,75;11/09/2025 16:45:08;11/09/2025 17:18:24;Long_TP1;Profit target;65,76 $;8172,98 $;1,74 $;50,00 $;67,50 $;1,74 $;7;
449;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24244,00;24243,75;11/09/2025 16:45:08;11/09/2025 22:59:59;Long_TP2;Vendre;-2,24 $;8170,74 $;1,74 $;50,00 $;75,00 $;77,24 $;18;
450;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24244,00;24243,75;11/09/2025 16:45:08;11/09/2025 22:59:59;Long_TP3;Vendre;-2,24 $;8168,50 $;1,74 $;50,00 $;75,00 $;77,24 $;18;
451;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24265,25;24300,75;12/09/2025 15:36:28;12/09/2025 16:21:11;Short_TP1;Stop loss;-72,74 $;8095,76 $;1,74 $;71,00 $;50,00 $;122,74 $;8;
452;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24265,25;24300,75;12/09/2025 15:36:28;12/09/2025 16:21:11;Short_TP2;Stop loss;-72,74 $;8023,02 $;1,74 $;71,00 $;50,00 $;122,74 $;8;
453;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24265,25;24300,75;12/09/2025 15:36:28;12/09/2025 16:21:11;Short_TP3;Stop loss;-72,74 $;7950,28 $;1,74 $;71,00 $;50,00 $;122,74 $;8;
454;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24302,75;24329,00;12/09/2025 16:32:29;12/09/2025 16:54:00;Long_TP1;Profit target;50,76 $;8001,04 $;1,74 $;0,00 $;52,50 $;1,74 $;3;
455;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24302,75;24381,50;12/09/2025 16:32:29;12/09/2025 20:52:43;Long_TP3;Profit target;155,76 $;8156,80 $;1,74 $;0,00 $;157,50 $;1,74 $;11;
456;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24302,75;24340,25;12/09/2025 16:32:29;12/09/2025 22:59:59;Long_TP2;Vendre;73,26 $;8230,06 $;1,74 $;0,00 $;175,00 $;101,74 $;19;
457;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24439,25;24465,25;15/09/2025 15:32:46;15/09/2025 15:50:33;Long_TP1;Profit target;50,26 $;8280,32 $;1,74 $;0,00 $;52,00 $;1,74 $;3;
458;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24439,25;24517,25;15/09/2025 15:32:46;15/09/2025 17:57:31;Long_TP3;Profit target;154,26 $;8434,58 $;1,74 $;0,00 $;156,00 $;1,74 $;11;
459;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24439,25;24538,00;15/09/2025 15:32:46;15/09/2025 22:59:57;Long_TP2;Exit on session close;195,76 $;8630,34 $;1,74 $;0,00 $;225,00 $;29,24 $;20;
460;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24573,50;24546,75;16/09/2025 15:34:20;16/09/2025 15:50:57;Short_TP1;Profit target;51,76 $;8682,10 $;1,74 $;0,00 $;53,50 $;1,74 $;3;
461;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24573,50;24531,00;16/09/2025 15:34:20;16/09/2025 22:59:59;Short_TP2;Exit on session close;83,26 $;8765,36 $;1,74 $;0,00 $;125,00 $;41,74 $;19;
462;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24573,50;24531,00;16/09/2025 15:34:20;16/09/2025 22:59:59;Short_TP3;Exit on session close;83,26 $;8848,62 $;1,74 $;0,00 $;125,00 $;41,74 $;19;
463;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24506,00;24471,25;17/09/2025 15:36:13;17/09/2025 15:42:17;Short_TP1;Profit target;67,76 $;8916,38 $;1,74 $;0,00 $;69,50 $;1,74 $;3;
464;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24506,00;24401,75;17/09/2025 15:36:13;17/09/2025 18:10:42;Short_TP3;Profit target;206,76 $;9123,14 $;1,74 $;25,00 $;208,50 $;1,74 $;17;
465;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24506,00;24315,00;17/09/2025 15:36:13;17/09/2025 20:15:17;Short_TP2;Profit target;380,26 $;9503,40 $;1,74 $;25,00 $;382,00 $;1,74 $;58;
466;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24666,50;24691,75;18/09/2025 15:31:12;18/09/2025 15:33:22;Short_TP1;Stop loss;-52,24 $;9451,16 $;1,74 $;50,50 $;0,00 $;52,24 $;3;
467;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24666,50;24691,75;18/09/2025 15:31:12;18/09/2025 15:33:22;Short_TP2;Stop loss;-52,24 $;9398,92 $;1,74 $;50,50 $;0,00 $;52,24 $;3;
468;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24666,50;24691,75;18/09/2025 15:31:12;18/09/2025 15:33:22;Short_TP3;Stop loss;-52,24 $;9346,68 $;1,74 $;50,50 $;0,00 $;52,24 $;3;
469;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24691,50;24662,25;18/09/2025 15:34:16;18/09/2025 15:40:44;Long_TP1;Stop loss;-60,24 $;9286,44 $;1,74 $;58,50 $;25,00 $;85,24 $;5;
470;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24691,50;24662,25;18/09/2025 15:34:16;18/09/2025 15:40:44;Long_TP2;Stop loss;-60,24 $;9226,20 $;1,74 $;58,50 $;25,00 $;85,24 $;5;
471;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24691,50;24662,25;18/09/2025 15:34:16;18/09/2025 15:40:44;Long_TP3;Stop loss;-60,24 $;9165,96 $;1,74 $;58,50 $;25,00 $;85,24 $;5;
472;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24654,00;24616,25;18/09/2025 15:40:56;18/09/2025 15:46:07;Short_TP1;Profit target;73,76 $;9239,72 $;1,74 $;0,00 $;75,50 $;1,74 $;4;
473;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24654,00;24691,75;18/09/2025 15:40:56;18/09/2025 16:00:21;Short_TP2;Stop loss;-77,24 $;9162,48 $;1,74 $;75,50 $;100,00 $;177,24 $;17;
474;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24654,00;24691,75;18/09/2025 15:40:56;18/09/2025 16:00:21;Short_TP3;Stop loss;-77,24 $;9085,24 $;1,74 $;75,50 $;100,00 $;177,24 $;17;
475;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24704,00;24745,75;18/09/2025 16:00:31;18/09/2025 16:10:03;Long_TP1;Profit target;81,76 $;9167,00 $;1,74 $;0,00 $;83,50 $;1,74 $;4;
476;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24704,00;24704,00;18/09/2025 16:00:31;18/09/2025 22:33:09;Long_TP2;Vendre;-1,74 $;9165,26 $;1,74 $;25,00 $;200,00 $;201,74 $;45;
477;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24704,00;24704,00;18/09/2025 16:00:31;18/09/2025 22:33:09;Long_TP3;Vendre;-1,74 $;9163,52 $;1,74 $;25,00 $;200,00 $;201,74 $;45;
478;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24713,75;24713,75;18/09/2025 22:59:59;18/09/2025 22:59:59;Long_TP1;Exit on session close;-1,74 $;9161,78 $;1,74 $;0,00 $;0,00 $;1,74 $;1;
479;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24713,75;24713,75;18/09/2025 22:59:59;18/09/2025 22:59:59;Long_TP2;Exit on session close;-1,74 $;9160,04 $;1,74 $;0,00 $;0,00 $;1,74 $;1;
480;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24713,75;24713,75;18/09/2025 22:59:59;18/09/2025 22:59:59;Long_TP3;Exit on session close;-1,74 $;9158,30 $;1,74 $;0,00 $;0,00 $;1,74 $;1;
481;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24752,50;24782,75;19/09/2025 15:37:56;19/09/2025 15:49:44;Short_TP1;Stop loss;-62,24 $;9096,06 $;1,74 $;60,50 $;25,00 $;87,24 $;6;
482;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24752,50;24782,75;19/09/2025 15:37:56;19/09/2025 15:49:44;Short_TP2;Stop loss;-62,24 $;9033,82 $;1,74 $;60,50 $;25,00 $;87,24 $;6;
483;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;24752,50;24782,75;19/09/2025 15:37:56;19/09/2025 15:49:44;Short_TP3;Stop loss;-62,24 $;8971,58 $;1,74 $;60,50 $;25,00 $;87,24 $;6;
484;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24790,00;24761,25;19/09/2025 15:51:26;19/09/2025 16:44:16;Long_TP1;Stop loss;-59,24 $;8912,34 $;1,74 $;57,50 $;50,00 $;109,24 $;8;
485;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24790,00;24761,25;19/09/2025 15:51:26;19/09/2025 16:44:16;Long_TP2;Stop loss;-59,24 $;8853,10 $;1,74 $;57,50 $;50,00 $;109,24 $;8;
486;MNQ 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;24790,00;24761,25;19/09/2025 15:51:26;19/09/2025 16:44:16;Long_TP3;Stop loss;-59,24 $;8793,86 $;1,74 $;57,50 $;50,00 $;109,24 $;8;
